100,1.16 
2022-12-17,102900011032251,1.03 
2022-12-17,102900011032619,11.18 
2022-12-17,102900011032848,1.20 
2022-12-17,102900011033906,0.60 
2022-12-17,102900011033920,1.41 
2022-12-17,102900011033944,7.06 
2022-12-17,102900011034026,2.40 
2022-12-17,102900011034224,1.38 
2022-12-17,102900011034231,1.22 
2022-12-17,102900011034330,3.45 
2022-12-17,102900011035078,5.30 
2022-12-17,102900011035511,3.35 
2022-12-17,102900011035771,3.77 
2022-12-17,102900051004294,3.10 
2022-12-17,106949711300259,2.97 
2022-12-18,102900005116257,5.41 
2022-12-18,102900005116530,10.65 
2022-12-18,102900005116714,5.20 
2022-12-18,102900005116806,1.66 
2022-12-18,102900005116837,5.27 
2022-12-18,102900005116899,3.11 
2022-12-18,102900005118831,2.23 
2022-12-18,102900005122654,9.90 
2022-12-18,102900011000328,3.46 
2022-12-18,102900011000571,1.20 
2022-12-18,102900011007044,2.64 
2022-12-18,102900011007471,10.25 
2022-12-18,102900011008164,4.20 
2022-12-18,102900011009277,2.71 
2022-12-18,102900011012482,5.15 
2022-12-18,102900011013274,4.63 
2022-12-18,102900011016701,1.80 
2022-12-18,102900011021842,7.00 
2022-12-18,102900011022849,1.11 
2022-12-18,102900011023464,4.80 
2022-12-18,102900011030097,2.04 
2022-12-18,102900011030134,1.24 
2022-12-18,102900011030141,0.80 
2022-12-18,102900011030912,2.99 
2022-12-18,102900011030929,1.53 
2022-12-18,102900011031100,1.12 
2022-12-18,102900011031926,3.02 
2022-12-18,102900011032022,0.67 
2022-12-18,102900011032251,1.00 
2022-12-18,102900011032350,5.15 
2022-12-18,102900011032732,10.44 
2022-12-18,102900011032848,1.20 
2022-12-18,102900011033906,0.60 
2022-12-18,102900011033920,1.41 
2022-12-18,102900011033944,7.10 
2022-12-18,102900011034026,2.44 
2022-12-18,102900011034224,1.44 
2022-12-18,102900011034330,3.46 
2022-12-18,102900011035078,4.86 
2022-12-18,102900011035511,3.35 
2022-12-18,102900011035764,4.59 
2022-12-18,106949711300259,2.89 
2022-12-19,102900005115250,14.00 
2022-12-19,102900005115625,3.00 
2022-12-19,102900005115878,2.49 
2022-12-19,102900005116257,5.16 
2022-12-19,102900005116530,10.60 
2022-12-19,102900005116714,5.29 
2022-12-19,102900005116806,2.00 
2022-12-19,102900005116837,5.54 
2022-12-19,102900005116899,3.11 
2022-12-19,102900005118817,3.58 
2022-12-19,102900005118831,2.22 
2022-12-19,102900005122654,9.90 
2022-12-19,102900005123880,6.54 
2022-12-19,102900011000328,3.46 
2022-12-19,102900011000571,1.20 
2022-12-19,102900011007044,2.62 
2022-12-19,102900011008164,4.20 
2022-12-19,102900011009277,2.71 
2022-12-19,102900011010891,6.75 
2022-12-19,102900011013274,4.63 
2022-12-19,102900011016701,1.76 
2022-12-19,102900011021842,7.00 
2022-12-19,102900011022849,1.08 
2022-12-19,102900011023464,4.80 
2022-12-19,102900011030059,1.88 
2022-12-19,102900011030097,2.02 
2022-12-19,102900011030134,1.47 
2022-12-19,102900011030912,2.93 
2022-12-19,102900011031100,1.15 
2022-12-19,102900011031926,2.86 
2022-12-19,102900011032022,0.77 
2022-12-19,102900011032251,1.03 
2022-12-19,102900011032350,1.19 
2022-12-19,102900011032732,12.11 
2022-12-19,102900011032848,1.20 
2022-12-19,102900011033906,0.59 
2022-12-19,102900011033920,1.40 
2022-12-19,102900011033944,7.10 
2022-12-19,102900011034026,2.69 
2022-12-19,102900011034224,1.56 
2022-12-19,102900011034330,3.78 
2022-12-19,102900011035511,3.27 
2022-12-19,102900051004294,2.95 
2022-12-19,106949711300259,2.68 
2022-12-20,102900005115878,2.48 
2022-12-20,102900005115977,13.72 
2022-12-20,102900005116257,5.03 
2022-12-20,102900005116509,6.57 
2022-12-20,102900005116530,10.62 
2022-12-20,102900005116714,5.40 
2022-12-20,102900005116837,7.35 
2022-12-20,102900005116899,3.12 
2022-12-20,102900005118817,5.85 
2022-12-20,102900005118831,2.14 
2022-12-20,102900011000328,3.46 
2022-12-20,102900011000571,3.80 
2022-12-20,102900011007044,2.62 
2022-12-20,102900011008164,4.20 
2022-12-20,102900011009277,2.71 
2022-12-20,102900011010891,4.83 
2022-12-20,102900011012482,5.16 
2022-12-20,102900011016701,1.74 
2022-12-20,102900011021842,7.00 
2022-12-20,102900011022849,0.94 
2022-12-20,102900011023464,4.80 
2022-12-20,102900011027479,3.11 
2022-12-20,102900011030097,2.08 
2022-12-20,102900011030134,1.81 
2022-12-20,102900011030912,2.93 
2022-12-20,102900011030929,1.52 
2022-12-20,102900011031100,1.28 
2022-12-20,102900011031926,2.95 
2022-12-20,102900011032022,0.60 
2022-12-20,102900011032244,2.07 
2022-12-20,102900011032251,1.14 
2022-12-20,102900011032848,1.20 
2022-12-20,102900011033906,0.58 
2022-12-20,102900011033920,1.40 
2022-12-20,102900011033944,7.09 
2022-12-20,102900011034026,2.79 
2022-12-20,102900011034224,1.50 
2022-12-20,102900011034330,3.84 
2022-12-20,102900011035078,4.88 
2022-12-20,102900011035511,3.25 
2022-12-20,102900011035764,4.90 
2022-12-20,102900011035771,3.93 
2022-12-20,102900051004294,3.01 
2022-12-20,106949711300259,2.60 
2022-12-21,102900005115779,5.30 
2022-12-21,102900005115878,2.45 
2022-12-21,102900005115977,16.00 
2022-12-21,102900005116257,5.03 
2022-12-21,102900005116509,6.57 
2022-12-21,102900005116530,10.63 
2022-12-21,102900005116714,5.96 
2022-12-21,102900005116837,7.49 
2022-12-21,102900005116899,3.12 
2022-12-21,102900005118817,6.23 
2022-12-21,102900005118831,2.16 
2022-12-21,102900005122654,9.90 
2022-12-21,102900011000328,3.43 
2022-12-21,102900011000571,4.00 
2022-12-21,102900011007044,2.68 
2022-12-21,102900011008164,4.20 
2022-12-21,102900011009277,2.71 
2022-12-21,102900011010891,4.73 
2022-12-21,102900011013274,4.66 
2022-12-21,102900011016701,1.78 
2022-12-21,102900011021842,7.00 
2022-12-21,102900011022849,0.87 
2022-12-21,102900011023464,4.78 
2022-12-21,102900011027479,3.08 
2022-12-21,102900011030059,2.15 
2022-12-21,102900011030097,2.26 
2022-12-21,102900011030134,1.81 
2022-12-21,102900011030905,2.10 
2022-12-21,102900011030912,2.86 
2022-12-21,102900011030929,1.53 
2022-12-21,102900011031100,0.95 
2022-12-21,102900011031926,2.99 
2022-12-21,102900011032022,0.62 
2022-12-21,102900011032213,1.44 
2022-12-21,102900011032237,0.70 
2022-12-21,102900011032244,1.92 
2022-12-21,102900011032251,1.12 
2022-12-21,102900011032732,12.13 
2022-12-21,102900011032848,1.20 
2022-12-21,102900011033906,0.58 
2022-12-21,102900011033920,1.59 
2022-12-21,102900011033944,6.92 
2022-12-21,102900011034026,2.82 
2022-12-21,102900011034224,1.67 
2022-12-21,102900011034330,3.83 
2022-12-21,102900011034439,2.10 
2022-12-21,102900011035078,5.11 
2022-12-21,102900011035511,3.28 
2022-12-21,102900011035764,4.91 
2022-12-21,102900011035771,3.93 
2022-12-21,106949711300259,2.73 
2022-12-22,102900005115779,5.32 
2022-12-22,102900005115977,16.46 
2022-12-22,102900005116257,5.09 
2022-12-22,102900005116509,5.69 
2022-12-22,102900005116530,10.71 
2022-12-22,102900005116714,6.06 
2022-12-22,102900005116837,7.24 
2022-12-22,102900005116899,3.12 
2022-12-22,102900005118817,6.09 
2022-12-22,102900005118831,2.83 
2022-12-22,102900005122654,9.90 
2022-12-22,102900011000328,3.01 
2022-12-22,102900011000571,4.00 
2022-12-22,102900011009277,2.72 
2022-12-22,102900011013274,4.64 
2022-12-22,102900011016701,1.75 
2022-12-22,102900011021842,7.00 
2022-12-22,102900011022849,0.80 
2022-12-22,102900011027479,3.00 
2022-12-22,102900011030059,2.17 
2022-12-22,102900011030097,2.25 
2022-12-22,102900011030134,1.71 
2022-12-22,102900011030141,0.72 
2022-12-22,102900011030912,2.80 
2022-12-22,102900011030929,1.58 
2022-12-22,102900011031100,0.82 
2022-12-22,102900011031926,2.24 
2022-12-22,102900011032022,0.72 
2022-12-22,102900011032244,1.92 
2022-12-22,102900011032251,1.32 
2022-12-22,102900011032732,12.24 
2022-12-22,102900011032848,1.20 
2022-12-22,102900011033906,0.58 
2022-12-22,102900011033920,2.60 
2022-12-22,102900011033944,6.55 
2022-12-22,102900011034026,2.79 
2022-12-22,102900011034224,1.66 
2022-12-22,102900011034330,3.78 
2022-12-22,102900011034439,1.15 
2022-12-22,102900011035078,5.56 
2022-12-22,102900011035511,3.30 
2022-12-22,102900011035764,4.93 
2022-12-22,102900011035771,4.45 
2022-12-22,102900051004294,3.22 
2022-12-22,106949711300259,2.71 
2022-12-23,102900005115779,5.07 
2022-12-23,102900005116257,5.34 
2022-12-23,102900005116509,5.47 
2022-12-23,102900005116530,11.94 
2022-12-23,102900005116714,6.23 
2022-12-23,102900005116837,7.04 
2022-12-23,102900005116899,3.50 
2022-12-23,102900005118817,7.09 
2022-12-23,102900005118831,2.93 
2022-12-23,102900005122654,9.83 
2022-12-23,102900011000328,2.78 
2022-12-23,102900011007044,2.64 
2022-12-23,102900011009277,2.93 
2022-12-23,102900011010891,4.74 
2022-12-23,102900011012482,5.16 
2022-12-23,102900011013274,4.62 
2022-12-23,102900011016701,1.88 
2022-12-23,102900011021842,7.00 
2022-12-23,102900011022849,0.80 
2022-12-23,102900011027479,3.01 
2022-12-23,102900011030059,2.30 
2022-12-23,102900011030097,2.37 
2022-12-23,102900011030134,1.92 
2022-12-23,102900011030141,1.32 
2022-12-23,102900011030912,2.75 
2022-12-23,102900011030929,1.55 
2022-12-23,102900011031100,0.79 
2022-12-23,102900011031926,2.19 
2022-12-23,102900011032022,0.71 
2022-12-23,102900011032213,1.29 
2022-12-23,102900011032237,0.63 
2022-12-23,102900011032251,0.74 
2022-12-23,102900011032732,12.15 
2022-12-23,102900011032848,1.20 
2022-12-23,102900011033906,0.55 
2022-12-23,102900011033920,2.63 
2022-12-23,102900011033944,6.70 
2022-12-23,102900011034026,2.77 
2022-12-23,102900011034224,1.69 
2022-12-23,102900011034330,3.79 
2022-12-23,102900011034439,1.15 
2022-12-23,102900011035511,3.30 
2022-12-23,102900011035764,5.07 
2022-12-23,102900011035771,7.50 
2022-12-23,102900051010455,10.00 
2022-12-23,106949711300259,2.71 
2022-12-24,102900005116257,5.46 
2022-12-24,102900005116509,5.47 
2022-12-24,102900005116530,12.02 
2022-12-24,102900005116714,6.42 
2022-12-24,102900005116837,7.20 
2022-12-24,102900005116899,3.60 
2022-12-24,102900005118817,8.07 
2022-12-24,102900005118831,2.58 
2022-12-24,102900011000328,2.78 
2022-12-24,102900011007044,2.60 
2022-12-24,102900011009277,2.93 
2022-12-24,102900011012482,5.12 
2022-12-24,102900011013274,4.63 
2022-12-24,102900011016701,2.21 
2022-12-24,102900011021842,7.00 
2022-12-24,102900011022849,0.80 
2022-12-24,102900011027479,3.05 
2022-12-24,102900011030059,2.27 
2022-12-24,102900011030097,2.21 
2022-12-24,102900011030134,2.20 
2022-12-24,102900011030141,1.62 
2022-12-24,102900011030912,2.75 
2022-12-24,102900011030929,1.56 
2022-12-24,102900011031100,0.79 
2022-12-24,102900011031926,0.85 
2022-12-24,102900011032022,0.67 
2022-12-24,102900011032237,0.63 
2022-12-24,102900011032244,1.55 
2022-12-24,102900011032251,0.65 
2022-12-24,102900011032350,8.82 
2022-12-24,102900011032732,12.14 
2022-12-24,102900011032848,1.20 
2022-12-24,102900011033906,0.44 
2022-12-24,102900011033920,2.59 
2022-12-24,102900011033944,6.63 
2022-12-24,102900011034026,2.79 
2022-12-24,102900011034224,2.07 
2022-12-24,102900011034330,3.85 
2022-12-24,102900011034439,1.20 
2022-12-24,102900011035511,2.31 
2022-12-24,102900011035764,5.20 
2022-12-24,102900011035771,7.42 
2022-12-24,102900011035788,2.56 
2022-12-24,102900051004294,3.14 
2022-12-24,106949711300259,2.70 
2022-12-25,102900005115878,5.19 
2022-12-25,102900005116257,5.40 
2022-12-25,102900005116509,5.47 
2022-12-25,102900005116530,12.00 
2022-12-25,102900005116714,6.47 
2022-12-25,102900005116837,7.08 
2022-12-25,102900005116899,3.52 
2022-12-25,102900005118817,8.19 
2022-12-25,102900005118831,2.28 
2022-12-25,102900005122654,9.95 
2022-12-25,102900011007044,2.59 
2022-12-25,102900011008164,6.60 
2022-12-25,102900011009277,3.10 
2022-12-25,102900011010891,4.80 
2022-12-25,102900011012482,5.13 
2022-12-25,102900011013274,4.64 
2022-12-25,102900011016701,2.02 
2022-12-25,102900011021842,6.12 
2022-12-25,102900011022849,0.80 
2022-12-25,102900011027479,3.00 
2022-12-25,102900011030059,2.19 
2022-12-25,102900011030097,2.19 
2022-12-25,102900011030134,2.04 
2022-12-25,102900011030141,1.52 
2022-12-25,102900011030905,1.50 
2022-12-25,102900011030912,2.75 
2022-12-25,102900011030929,1.52 
2022-12-25,102900011031100,0.75 
2022-12-25,102900011031926,2.97 
2022-12-25,102900011032022,0.26 
2022-12-25,102900011032237,0.69 
2022-12-25,102900011032244,1.55 
2022-12-25,102900011032251,1.50 
2022-12-25,102900011032350,8.85 
2022-12-25,102900011032732,12.47 
2022-12-25,102900011032848,1.20 
2022-12-25,102900011033906,0.67 
2022-12-25,102900011033920,2.54 
2022-12-25,102900011033944,6.52 
2022-12-25,102900011034026,2.84 
2022-12-25,102900011034224,2.07 
2022-12-25,102900011034330,3.87 
2022-12-25,102900011034439,1.20 
2022-12-25,102900011035078,4.96 
2022-12-25,102900011035511,3.54 
2022-12-25,102900011035764,4.97 
2022-12-25,102900011035771,7.40 
2022-12-25,102900011035788,2.56 
2022-12-25,106930274620090,2.80 
2022-12-25,106949711300259,2.69 
2022-12-26,102900005115977,15.02 
2022-12-26,102900005116257,5.40 
2022-12-26,102900005116509,4.87 
2022-12-26,102900005116530,12.00 
2022-12-26,102900005116714,6.86 
2022-12-26,102900005116837,6.62 
2022-12-26,102900005116899,3.48 
2022-12-26,102900005118817,8.32 
2022-12-26,102900005118831,3.07 
2022-12-26,102900005122654,9.94 
2022-12-26,102900011000328,2.78 
2022-12-26,102900011007044,2.59 
2022-12-26,102900011008164,6.60 
2022-12-26,102900011009277,3.03 
2022-12-26,102900011010891,4.80 
2022-12-26,102900011013274,4.62 
2022-12-26,102900011016701,1.98 
2022-12-26,102900011021842,7.00 
2022-12-26,102900011022849,0.80 
2022-12-26,102900011027479,3.01 
2022-12-26,102900011030059,2.27 
2022-12-26,102900011030097,2.53 
2022-12-26,102900011030134,1.95 
2022-12-26,102900011030141,1.43 
2022-12-26,102900011030905,1.60 
2022-12-26,102900011030912,2.75 
2022-12-26,102900011030929,1.52 
2022-12-26,102900011031100,0.79 
2022-12-26,102900011031926,3.00 
2022-12-26,102900011032022,0.52 
2022-12-26,102900011032237,0.64 
2022-12-26,102900011032244,1.56 
2022-12-26,102900011032251,1.25 
2022-12-26,102900011032350,8.91 
2022-12-26,102900011032848,1.20 
2022-12-26,102900011033906,0.76 
2022-12-26,102900011033920,2.30 
2022-12-26,102900011033944,6.54 
2022-12-26,102900011033975,4.77 
2022-12-26,102900011034026,2.88 
2022-12-26,102900011034224,1.82 
2022-12-26,102900011034330,3.93 
2022-12-26,102900011035078,4.64 
2022-12-26,102900011035511,3.42 
2022-12-26,102900011035764,4.66 
2022-12-26,102900011035771,7.52 
2022-12-26,102900011035788,2.17 
2022-12-26,102900051004294,2.00 
2022-12-26,106930274620090,2.80 
2022-12-26,106949711300259,2.70 
2022-12-27,102900005116257,5.38 
2022-12-27,102900005116509,4.85 
2022-12-27,102900005116530,12.00 
2022-12-27,102900005116714,7.29 
2022-12-27,102900005116837,6.24 
2022-12-27,102900005116899,3.47 
2022-12-27,102900005118817,8.24 
2022-12-27,102900005118831,3.05 
2022-12-27,102900005122654,10.96 
2022-12-27,102900011007044,2.58 
2022-12-27,102900011008164,5.40 
2022-12-27,102900011009277,3.12 
2022-12-27,102900011010891,4.80 
2022-12-27,102900011012482,5.14 
2022-12-27,102900011013274,4.65 
2022-12-27,102900011016701,1.83 
2022-12-27,102900011021842,7.00 
2022-12-27,102900011022849,0.87 
2022-12-27,102900011030059,2.71 
2022-12-27,102900011030097,2.77 
2022-12-27,102900011030134,1.94 
2022-12-27,102900011030141,1.69 
2022-12-27,102900011030912,2.74 
2022-12-27,102900011030929,1.56 
2022-12-27,102900011031100,0.85 
2022-12-27,102900011031926,3.01 
2022-12-27,102900011032022,0.57 
2022-12-27,102900011032244,1.26 
2022-12-27,102900011032251,1.22 
2022-12-27,102900011032350,8.92 
2022-12-27,102900011032732,12.50 
2022-12-27,102900011032848,1.20 
2022-12-27,102900011033906,0.75 
2022-12-27,102900011033920,2.30 
2022-12-27,102900011033944,6.57 
2022-12-27,102900011033975,4.75 
2022-12-27,102900011034026,2.77 
2022-12-27,102900011034224,1.91 
2022-12-27,102900011034330,3.87 
2022-12-27,102900011034439,1.20 
2022-12-27,102900011035078,4.56 
2022-12-27,102900011035511,3.46 
2022-12-27,102900011035771,7.72 
2022-12-27,102900011035788,2.44 
2022-12-27,106930274620090,2.84 
2022-12-27,106949711300259,2.67 
2022-12-28,102900005115250,13.00 
2022-12-28,102900005115878,5.40 
2022-12-28,102900005116257,5.34 
2022-12-28,102900005116509,4.85 
2022-12-28,102900005116530,12.00 
2022-12-28,102900005116714,7.30 
2022-12-28,102900005116837,6.22 
2022-12-28,102900005116899,3.46 
2022-12-28,102900005118817,8.33 
2022-12-28,102900005118831,3.08 
2022-12-28,102900005122654,11.01 
2022-12-28,102900011000328,3.39 
2022-12-28,102900011007044,2.64 
2022-12-28,102900011008164,5.48 
2022-12-28,102900011009277,3.11 
2022-12-28,102900011010891,4.80 
2022-12-28,102900011011669,9.09 
2022-12-28,102900011012482,5.13 
2022-12-28,102900011013274,4.66 
2022-12-28,102900011016701,1.85 
2022-12-28,102900011021842,7.00 
2022-12-28,102900011022849,0.92 
2022-12-28,102900011027479,3.00 
2022-12-28,102900011030059,2.70 
2022-12-28,102900011030097,2.71 
2022-12-28,102900011030134,1.90 
2022-12-28,102900011030141,1.85 
2022-12-28,102900011030905,1.70 
2022-12-28,102900011030912,2.74 
2022-12-28,102900011030929,1.56 
2022-12-28,102900011031100,0.87 
2022-12-28,102900011031926,3.07 
2022-12-28,102900011032022,0.53 
2022-12-28,102900011032237,0.59 
2022-12-28,102900011032244,1.43 
2022-12-28,102900011032251,1.22 
2022-12-28,102900011032350,6.60 
2022-12-28,102900011032732,12.51 
2022-12-28,102900011032848,1.20 
2022-12-28,102900011033906,0.70 
2022-12-28,102900011033920,2.33 
2022-12-28,102900011033944,6.70 
2022-12-28,102900011033975,4.76 
2022-12-28,102900011034026,2.77 
2022-12-28,102900011034224,1.88 
2022-12-28,102900011034330,3.88 
2022-12-28,102900011034439,1.20 
2022-12-28,102900011035078,4.59 
2022-12-28,102900011035511,3.50 
2022-12-28,102900011035764,5.60 
2022-12-28,102900011035771,7.68 
2022-12-28,102900011035788,2.39 
2022-12-28,106930274620090,2.83 
2022-12-28,106949711300259,2.64 
2022-12-29,102900005115250,13.00 
2022-12-29,102900005115878,6.16 
2022-12-29,102900005116257,4.84 
2022-12-29,102900005116509,4.85 
2022-12-29,102900005116530,12.00 
2022-12-29,102900005116714,7.33 
2022-12-29,102900005116837,6.22 
2022-12-29,102900005116899,3.45 
2022-12-29,102900005118817,8.48 
2022-12-29,102900005118831,3.14 
2022-12-29,102900005122654,10.73 
2022-12-29,102900011007044,2.63 
2022-12-29,102900011007464,10.21 
2022-12-29,102900011009277,3.11 
2022-12-29,102900011010891,4.84 
2022-12-29,102900011012482,5.11 
2022-12-29,102900011013274,4.62 
2022-12-29,102900011016701,1.81 
2022-12-29,102900011021842,7.19 
2022-12-29,102900011022849,1.00 
2022-12-29,102900011027479,2.08 
2022-12-29,102900011030059,2.83 
2022-12-29,102900011030097,2.68 
2022-12-29,102900011030134,1.89 
2022-12-29,102900011030141,1.83 
2022-12-29,102900011030905,1.69 
2022-12-29,102900011030912,2.74 
2022-12-29,102900011030929,1.54 
2022-12-29,102900011031100,0.94 
2022-12-29,102900011031926,3.06 
2022-12-29,102900011032022,0.53 
2022-12-29,102900011032213,1.24 
2022-12-29,102900011032237,0.70 
2022-12-29,102900011032244,1.36 
2022-12-29,102900011032251,1.15 
2022-12-29,102900011032350,6.56 
2022-12-29,102900011032732,12.52 
2022-12-29,102900011032848,1.20 
2022-12-29,102900011033906,0.69 
2022-12-29,102900011033920,2.62 
2022-12-29,102900011033944,6.86 
2022-12-29,102900011034026,2.87 
2022-12-29,102900011034224,1.90 
2022-12-29,102900011034330,3.88 
2022-12-29,102900011034439,1.20 
2022-12-29,102900011035078,4.72 
2022-12-29,102900011035511,3.51 
2022-12-29,102900011035764,6.14 
2022-12-29,102900011035771,7.56 
2022-12-29,102900011035788,2.39 
2022-12-29,102900011036068,2.85 
2022-12-29,106930274620090,2.84 
2022-12-29,106949711300259,2.63 
